,category,id,latitude,longitude,gen_cat_African,gen_cat_American,gen_cat_British_Irish,gen_cat_Chinese,gen_cat_European_Other,gen_cat_French,gen_cat_Indian,gen_cat_Italian,gen_cat_Japanese,gen_cat_Korean,gen_cat_Latin_American,gen_cat_Mediterranean,gen_cat_Mexican_Caribbean,gen_cat_Middle_Eastern,gen_cat_Other,gen_cat_Pakistani,gen_cat_Southeast_Asian
0,british,70Q-Ll18zb4aglXXbUG7lw,51.50405773515,-0.192783395566043,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,british,IBV7BsXnv2gX68nWUARhjw,51.512935,-0.139414,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,british,hOLFwKg4-0FsCleJ4yoCXw,51.516178,-0.08094,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,british,bJiVADMSTEKj0MjqiLrOPA,51.515378341447,-0.15823586449841,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,british,MriFIF7b5TGXmBmrzMIS5w,51.5152346,-0.1217126,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,british,b8u_D0Qlp0-nqSC6O2fMNw,51.485833,-0.161966,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,british,YNduANMPzIVE8CzBH7YjEQ,51.4940143171,-0.13222007974201,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,british,3R0Klq1B1ESNTwqPfcsY-w,51.537442542029,-0.10682789450616,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,british,e5jPAqpCcIAsTtasUN5h2g,51.507617,-0.141012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,british,rKwkCvsSfp8z7w1CmNnMMQ,51.505604,-0.099671,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,british,E32UWQyHYlSrBbRbtxPzKQ,51.5089417,-0.1937266,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,british,-Ve2_hHfPczRX159xt0BCg,51.5143449,-0.107315,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,british,0B-ag3J18TatG9H9EQohGg,51.5134998914001,-0.12567396291297,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,british,ij6JgRnQmdXND4uokTFIdQ,51.508097,-0.110384,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,british,meHB5zqhVKuOQ3gacMlzBg,51.502163,-0.159966,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,british,cgkDnzaQvP9q-JHXd-ECcA,51.4905412,-0.1449144,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,british,6tXkeZlisxTtdUsjDaTqaw,51.5187121017659,-0.154846859653053,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,british,Wjgxl0lSp_FRtzecbJ4FZQ,51.4925789,-0.1392194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,british,eNhwKJGzpgtziHJ_i9xrzg,51.522088,-0.140496,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,british,cPTTsuaofRzF0LZEopSICg,51.497252107095,-0.144083273162604,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,british,teXPunKtpwj0NuttvPYhyQ,51.51350403679,-0.17119959969309,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,british,0r2-fwgLvuOLef0epiFkFQ,51.514646148453,-0.19779915622354,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,british,ySM7A1ljKIthN6ckAYdN5g,51.4916975,-0.1412292,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,british,P3YeWO3ODeWmQVi-IilkAQ,51.520481,-0.101486,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,british,HaYOqwNtC6JK2uuGmr1KGg,51.55099,-0.11041,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,british,MaNE6xr9_bqpIWCLm5VhkA,51.4812088,-0.0083317,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,british,VjHBht-AsSB8iw6bwhmaqA,51.5427479502402,-0.147851002323095,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,british,mjxQdINZtNcUBNAFUVFVXQ,51.5110196,-0.1268381,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,british,VomGBPMQALZLfKHCI8_jTg,51.511656071976,-0.17697194507093,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,british,1TgYqfxkXv6-IB4cvuuy3w,51.5178680419922,-0.126817002892494,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,british,n7vXgfapPy4uGLgqsUTDyg,51.5372997,-0.0808728,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,british,JcO8N2mrooxEoFZTRiLRqw,51.4992491095565,-0.180797918037262,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,british,NyGG3SHQGrjmP1zoBLhubQ,51.519244332609,-0.19526811734486,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,british,lMhErBByefchffCCf5fUjQ,51.5098472,-0.150917,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,british,fHIKopvPKVG0IJ7cHy3Zow,51.5311405,-0.1211956,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,british,hf_Jnbwab8jJ96XyPWwbMw,51.4871107,-0.1693342,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,british,uq52voow6qazaRAFJ0ceMw,51.47653480684,-0.0095805481062472,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,british,HntBHodgbw-vhW3MaCqbcw,51.505787326816,-0.198597460985184,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,british,iqzQ-rPbALZWPdhNksIRRw,51.511687,-0.134762,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,british,75-HeBBB391Np6T7GdJ5xQ,51.512814,-0.128013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,british,xGG-eXfTPyOsopFfGG24CQ,51.511273,-0.123678,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,british,LyXXTUzll212_JKMkzC3DQ,51.5249587,-0.1251605,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,british,VFt0kawsBqqNIh9UJYS4tg,51.5040031333562,-0.0902946426058238,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,british,vC0LrH1nBU6bgXdd6yMCog,51.5127562447879,-0.112786529265547,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,british,nerQnm0w6nKDqNOzZ4cXXQ,51.4951584,-0.182347,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,british,kvYMn-GCE9Qim94iZjFKkA,51.5132994,-0.0850051,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,british,mWIaThf7jXEFk-IzPfxRrQ,51.545783996582,-0.179408997297287,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,british,XYu4Vp_8iT-E04EPFm_TvQ,51.5118037902116,-0.122687677730959,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,british,O-DmIhZUQUdeGjT4UCZdFw,51.5171333,-0.1223028,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,british,5tAAwu7ZDhulLsyt09bXnw,51.502856014927,-0.1909916674772,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,british,R5t27MqnxMsO9Hu6KPXFlw,51.497974,-0.143766,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,british,onmS6ljWMwTDZei0LZUYqA,51.5127484,-0.203041,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,british,t-LjuFbYp76ARX7QEp0gnA,51.512565,-0.142204,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,british,zlAyFg09KhOFncHQ-eKyFA,51.5092748320384,-0.136759439958052,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,british,t4n-Go-jqlFYYuCuyNeBTA,51.506351,-0.146137,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,british,nxxCu3Svrmp2cNvfufrdFw,51.4829113087309,-0.196470990454087,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,british,se61yyYAHdJZ_Fq9ygXjVg,51.511881,-0.135307,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,british,JaveZcrYNz-Pq0UIjgWJCA,51.50832,-0.198022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,british,3dAMMcrbElIf7v_roJ9-kA,51.5465294,-0.1902599,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,british,bVSdbV-LXvyxik6F7u4KXQ,51.524567356394,-0.12502513122867,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,british,cWY8GI2iu_kGIR8ytqPavQ,51.5027791351505,-0.0777639515951396,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,british,7XmKJcAcVdUx74sH7NFA_g,51.5061568370745,-0.144324263574846,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,british,Fevh3j1rfrLaMgDX5sQCgA,51.5011315371,-0.104388336058516,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,british,lVn3qBXylytx6BxrTzCpLQ,51.509588,-0.126792,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,british,paHFttEUtX3NSgC_80a_Yw,51.4916609,-0.1611916,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,british,9ad4tZB0Mp-tNnXLZwYvUA,51.503472834404,-0.10658608333864,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,british,UjN6Tge5rcRLj-P_Fq4YCw,51.516575,-0.188111,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,british,pOnkBNgFreS7QzKZXXV3jA,51.5152469791282,-0.161370500226781,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,british,zcBN6thsPRPkbqHc4lv3tg,51.508673,-0.133049,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,british,8UiJVZg7t6tbEre16SRMrw,51.5260871554743,-0.110079628401081,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,british,tWqe8jJBRf-TjqwQAn1Xfw,51.520789,-0.090935,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,british,By_GidVlsMQa_Ri2hLkP9Q,51.5107349,-0.1322637,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,british,n18ohmcJz7B9v_k_7Z3H9Q,51.5131073,-0.1131295,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,british,vmy1NQa3t-UG6c6ORRH2Ig,51.5100255,-0.1922685,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,british,wm6Hwzan5qYhTzCDmO3oDQ,51.494117,-0.174468,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,british,OZ-jWxj00wuzsV8_XB6B7A,51.5150893,-0.1739967,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,british,iDneZRtqN6dimKmcNQjVZA,51.5270489,-0.0791196,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,british,7U9WZ03Ak-oThntFnw_yPw,51.4887085,-0.1661123,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,british,PeYi_H46tSkB7QwdEeDa-Q,51.490428309019,-0.16818173978652,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,british,ZKfiQaOMDu7rfVhmMmQ0bQ,51.5167515074354,-0.135977268218994,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,british,1m5RrJHc_aZm5dxgWDSdbA,51.5438194952887,-0.173062059942093,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,british,1Z-uv6_JuONT0QYcf48PlQ,51.5109071,-0.0782531,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,british,96e4OEzbAooftH1qaUxa5g,51.5189580049569,-0.076603889465332,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,british,Fbt8YC8OQmBF2J4_vDdHhw,51.5105687,-0.1206719,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,british,mn9JQh5w5I9YGXqHn0PbfQ,51.5108207,-0.1232501,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,british,GSbQscE52ZfK43ykA6vLbg,51.5087069889729,-0.138279327972609,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,british,1c60bGFaWOhq_ra06w9daQ,51.499631,-0.156411,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,british,CWYCCZkND7MEsOZH6C3jAg,51.5136727,-0.1363879,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,british,qC6kGI9-9B-FYYkDHPKt0g,51.550894,-0.16586,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,british,ep7Q8nZSqQJztyq_JgUGhg,51.5131345,-0.1422486,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,british,ylp2h2OETDExPwggOpWkMg,51.504811,-0.097384,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,british,jYR8V2rwM0iYL7CFH0Q5Cw,51.489834260088,-0.13151611338498,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,british,lHxwh10PUmcXIzUp5wAiEg,51.4974592155569,-0.166872303554917,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,british,yihpb_5t5mGJvfbOEED_VQ,51.4957548701444,-0.115179994392665,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,british,XvA8Fv50p8LuYx3vBt5jvw,51.521205140973,-0.101713037542709,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,british,ZkoEitr4Mxaz3KzaRdmRRQ,51.5114468,-0.1227433,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,british,5sEiM_Xw5jXbMhloNqSgYQ,51.491138,-0.138889,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,british,yFaZL5ndSiQO1qRcumM6Cg,51.504794060355,-0.11069307491512,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,british,Ck5cgnj3SlLgieo5hMvHQg,51.493899,-0.1423036,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,british,rSaiSgXFi6i2xycSYCouCA,51.5285928278217,-0.0902918745871013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,british,TAp2svGm7xF5ZQwenQwbRw,51.512403,-0.151296,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,british,1OCM7fEC1Fzk8t-764Baqg,51.5287234,-0.05184,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,british,KhdHfbo3CAlCayrrI7Kf-A,51.5140964,-0.1048819,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,british,9uUmh1D6xJD0G5bBSc-WFw,51.518801591678,-0.16487160987353,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,british,95IAv_dKWWvY5XVjnQfA5w,51.520719,-0.182758,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,british,wCjU2KuTntCZDCZSIS1Uxw,51.5015677,-0.1921797,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,british,zZQdJRJ1hqFuNWmCuOictg,51.5172302719223,-0.12909671319926,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,british,F_QagoJLYYRaDvgcvzsbiQ,51.5169838,-0.1724763,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,british,z7Z-jm1__N1kqEVKIzzQtw,51.5106625883884,-0.118964695598098,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,british,v3MQtzWZhRCknVhl9OoZzw,51.507687,-0.132279,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,british,K0lmqEgpNz97FausJUyn1A,51.50835,-0.096985,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,british,BB7Vqi-lhnyhJwxys4Mjnw,51.554668,-0.165595,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,british,UdTUPiDa-hz4q5r01f_Ojg,51.503998121482,-0.081185291718264,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,british,SEnZy42yAGjFq93FQBRPKg,51.454308,-0.1396593,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,british,AOA6008C-ZtN6qZPvNn2Ig,51.5177699375185,-0.117759815344243,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,british,tcouczFMpURQ42XwoWy1Qg,51.506457,-0.146484,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,british,6wJymdt8j-ItB0NA_3mx9g,51.514595,-0.15285,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,british,nVMVXywZjvDBkPPR_uqhUA,51.500646,-0.08159,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,british,i7AgCuO9vX2uPCE8RQ5JZg,51.50727,-0.152256,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,british,1RVLa3EVFUNntwLuWjxH5w,51.4935028119606,-0.129162994163252,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,british,lJ5q7EkXvKtku0aUgsTrAw,51.527533751588,-0.1206015435123,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,british,gfTiXGI9pU3LVgf6piH2bQ,51.5348857,-0.1042088,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,british,DI9SUiuxlf1WjkTu_jJSbg,51.5211502,-0.075657,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,british,x2GiPDC8zXQeWvQtVXIVgg,51.4729772811248,-0.0897920030374567,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,british,xViBKVW8zxlrxLfDam2eqg,51.5092887647333,-0.0789638981223106,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,british,Y51qImK_hOk-AaT5c5yC2w,51.532379,-0.1254596,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,british,NCj4ufnnu9iJuJVy_15nxw,51.5299175,-0.1054922,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,british,VYqgNPR8gMRdHJxtCzSq5Q,51.5049870493029,-0.159866592620526,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,british,C31GX8KMKHQ0af3cEJ1GNg,51.5206503447869,-0.0733249000211456,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,british,DV1KDHWfu9ZayjWAvfASlQ,51.52595,-0.08199,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,british,hLGtw3HxVvRLfwPWvCYi3w,51.542615,-0.148542,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,british,YSvC9UEV4jrD9AlpNKnnAw,51.524436,-0.110217,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,british,XHZExUYp5-xUuGsiwKKA2g,51.50665,-0.145131,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,british,f2ALhozSWXHal8b4uoSAhQ,51.5126541,-0.13234,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,british,esqcFErh7VLufx6ytt_HGg,51.5144030223745,-0.132213458418846,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,british,lqlWPN7YqXMm5n08Z6tMoA,51.504188,-0.093646,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,british,OvAtlIbaaeZG3Jlhj-XOHA,51.5294649409269,-0.126171112060547,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,british,g79KR-kAcJS9OH_f-ZrG0g,51.5359792,-0.1466359,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,british,kHlrLHZqIuoQmRpoNYbshg,51.506290435791,-0.125318005681038,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,british,xGWqU9FipTH7p-_YKSs9sg,51.509671105687,-0.037876890284846,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,british,r-1QpdD11CdP6V9JGX3smQ,51.505773,-0.140441,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,british,P-lfeLq93Bo6KQb5CnWIZw,51.5017821676253,-0.00774186701236745,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,british,swRWaoYcnQFS6yQ4RMhuhg,51.5202164,-0.1257102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,british,rfJqpu-3_A3pteAnGo2YMw,51.5051299296626,-0.0906555535560694,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,british,b7RW2pHBLX1gpSKCrIm4AQ,51.4994295095615,-0.188299279589993,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,british,jWv5TAis6tiZTpMoiPnJUg,51.5169119,-0.0730395,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,british,U2xlQ1bdQ5w-5f2WokDrGw,51.5107997318556,-0.122044533491135,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,british,yLq21GORaMuZjpJF4yIV_g,51.4918871,-0.1790326,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,british,DiS_ov2F1E5hYX4nS2jqzg,51.4968774,-0.2326856,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,british,Vp_i647qhrsrbZ_Gz8QrHg,51.463754900771,-0.18822486471542,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,british,j1LEUvssiKGZ2I-TYVQnJQ,51.5312229,-0.0679036,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,british,8ZUHGbZjVqK61KturAB0eg,51.569881303877,-0.15093969430275,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,british,b8b32YEI1wQXT7oZeagNCA,51.4905695688428,-0.152324890517983,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,british,KIlT_VLXVsTfNRTFioHcIQ,51.5181076,-0.1657013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,british,yCApjsjsh61Co9KsvuP9cA,51.50719324039,-0.11028596642862,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,british,xmqDJi8wGKhvl9DCmegThQ,51.5213155,-0.1626014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,british,EkxFVH3PM1j7CFW5P5r5mA,51.4987949,-0.1339889,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,british,QKLnQBO6jpzAfZLFt7GDnA,51.5042451285781,-0.0864725682984568,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,british,LCjA1_ZfBXgGXHQcihKfGg,51.4783074,-0.1701164,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,british,OLXUZqx6doQtdeHfyEoyOw,51.4999833,-0.1956639,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,british,iacUHkbqKmZ1_W_OnyWddA,51.5297088,-0.1205449,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,british,PFfvx35hedesCYwPMtE8dg,51.505748,-0.117614,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,british,uu0ld-hLz2DDjpf5Ch0kGg,51.514397,-0.071017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,british,V1rcQbmBmx4CsVUCSYpyrQ,51.4931052,-0.1251533,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,british,GexTNbg_Fa51RRMplLWHdg,51.58945970694,-0.14461961705316,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,british,3OIaUlgZWnyAhxoWqrB61Q,51.540283,-0.153757,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,british,LyaRYjcdJ4z5N3yDjOIEzQ,51.5226964556926,-0.186359882354736,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,british,FWe9KK0z-RZlZzrntk7Yow,51.5134486407661,-0.142294155464837,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,british,BZikbGBH2O-POH9EB0Tc6A,51.51099,-0.14984,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,british,b2fSo-AJF7QaAHgRslmvxg,51.5266946,-0.113319,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,british,h8KZg7Xx9RJgGqpy0vR31Q,51.5594284,-0.0738991,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,british,AndJtRKCaxpFVbNvIJoefw,51.5137657,-0.1072865,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,british,8P4qwhVKdxoV1bW-_I3s-A,51.4618724,-0.1395915,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,british,zfuLEhQFh-m75guUYF_S5A,51.4769118,-0.1894575,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,british,F-LW_t3vJlAjY9ehw-1Cag,51.5320382406156,-0.105660926013905,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,british,SjK7ZPrjx6YVczuu4EQ9Zg,51.5295433651224,-0.0692570344313651,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,british,QqzHcMXU-p6HFNCdIZC9qw,51.5117077,-0.119996,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,british,b4H15rt8Y6tzHoSY7etpng,51.5145345,-0.2004594,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,british,9zVzizTYDK9WQOBh5ZcGcg,51.528158,-0.056127,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,british,jojO1GLQw0Dy18VfLOMlHA,51.518886,-0.140973,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,british,JETHlrp_LakVWuXq_o6_xQ,51.521479,-0.101328,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,british,H8dMsOa3ylJxZjHqkEg9cg,51.5064608599645,-0.146486238043086,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,british,3pFgmXQlhDPwMCAYtTJoYg,51.5066782055573,-0.124324303556782,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,british,P_46Wl5FR93y9w2fzM6xUg,51.4954,-0.110891,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,british,eKV3GGH9gU5h028CU839kQ,51.49331458816,-0.16883345515649,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
